id,bcr,aou_52,commonname,scientificname,introduced,bd_g,bd_g_s,bd_g_area,bd_g_com,globalpopest,ps_g,ps_g_s,ps_g_com1,ps_g_com2,ps_g_com3,pt_r,pt_r_s,pt_r_com,tb_r,tb_r_s,tb_r_com,rd_b,rd_b_s,rd_b_com,ppop,ppop_s,substshared,rcs_b,rc,ucc,tnc,tnc_group,cbsd,action,rs,ucs
615.0,,,waterbird,Charadriiformes,Laridae,,1,1,1,1.0,PM,,,,4,,WPE5,missing data for ssp. cinerascens.  ssp. niger Pacific N. America 2001-2006; spp. inercedens best guess.  Adult estimate assumes 2/3 of total pop. are adults.,,,,,1,14296527,,,1,14304416.0,Natureserve,,4,Waterbird Working Group 2017,,3,Waterbird Working Group 2017,
617.0,,,waterbird,Phaethontiformes,Phaethontidae,,0,0,1,1.0,M,,,,4,,BNA; Lee & Walsh-McGee 1998; White-tailed Tropicbird,<200;000 pairs,,,,,3,,,,2,,BirdLife 2017; Panjabi-17,,4,PIF CAW 2014,,3,PIF CAW 2014,
618.0,,,waterbird,Phaethontiformes,Phaethontidae,,0,0,1,1.0,PM,,,,5,8200.0,BirdLife 2015,,,,,,5,24500,,Breeding colonies are widely isolated. BirdLife range presumably represents area of islands and immediate waters; where most birds are found during breeding.,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,3,C. Hunter 2017,impacted by fisheries; entanglement in fishing nets; bycatch
624.0,,,waterbird,Gaviiformes,Gaviidae,,1,1,1,0.0,M,,,,5,16000.0,BirdLife 2015,2000-2005 best guess for N. Europe.  17;000-26;000 total indivuals or 11;333-17;333 adults (WPE5).  Adult estimate assumes 2/3 of total pop. are adults.,,,,,1,4069923,,,3,986715.0,Natureserve; with ocular estimate of range in W Hemishpere based on BirdLife map,,4,Waterbird Working Group 2017,subsistence harvest; bycatch in fihing nets; oil and gas development; very patchilty distributed on north slope (Waterbird working group 2017),4,Waterbird Working Group 2017,why are TN higher than for other loons? (KVR); populations wintering in yellow sea; scoring is consistent with shorebirds wintering in same areas; in US wintering birds are concentrated in SE Alaska; esp. Prince William sound and also vulnerable to oil sp
631.0,,,waterbird,Procellariiformes,Diomedeidae,,1,1,1,0.0,M,,,,3,1200000.0,BirdLife 2015,2006 survey-based,,,,,5,3500,,Phoebastria immutabilis breeds at 16 sites (nine with populations of greater than 100 pairs); mostly in the Northwestern Hawaiian Islands (USA) and US Minor Outlying Islands; with additional small colonies in Japan and Mexico. The population is estimated,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,4,Hunter-Rosenberg 2003,
632.0,,,waterbird,Procellariiformes,Diomedeidae,,1,1,1,0.0,M,,,,4,130000.0,BirdLife 2015,2006-2007 survey-based,,,,,4,,,BirdLife lists range as 29 km2.  Also states: Phoebastria nigripes breeds on the Northwestern Hawaiian Islands (USA); the US Minor Outlying Islands and three outlying islands of Japan; colonies having been lost from other Pacific islands (Whittow 1993; Co,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,4,Waterbird Working Group 2017,TN is not correct; should be 4?
634.0,,,waterbird,Procellariiformes,Diomedeidae,,1,1,1,0.0,M,,N,,5,1600.0,BirdLife 2015,2006-2007 survey-based,,,,,5,,,BirdLife lists range of 9 km2; also states: Phoebastria albatrus breeds on Torishima (Japan); and Minami-kojima (Senkaku Islands); that are claimed jointly by Japan and China. Historically there are believed to have been at least nine colonies south of Ja,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,3,Hunter-Rosenberg 2003,,4,Hunter-Rosenberg 2003,
641.0,,,waterbird,Procellariiformes,Procellariidae,,1,1,0,0.0,M,,N,,4,270000.0,Birdlife 2017,In the Pitcairns; an estimated 2;500 (± 500) bred on Henderson; 12;500 (± 2;500) on Oeno; and 250;000 (± 29;000) on Ducie (Brooke 1995).  Smaller numbers elsewhere.,,,,,4,,,breeds in the Pitcairn Islands (to UK); the Tuamotu Archipelago; the Austral Islands (Garnett 1984) and the Gambier Islands (French Polynesia) (Thibault and Bretagnolle 1999);  Easter Island and Salas y Gomez; Chile (Flores et al. 2014) and perhaps in the,1,,Birdlife 2017,,4,Birdlife 2017,Pacific rat Rattus exulans is present on some islands; and causes low breeding success ( less than 5%; Brooke 1995; 2010) on Henderson in particular. The Henderson population could be sustained through immigration from other colonies but there is no evide,3,Birdlife 2017,non-breeding threats unknown
642.0,,,waterbird,Procellariiformes,Procellariidae,,1,1,0,0.0,M,,N,,3,780000.0,Birdlife 2017,There are c.10;000+ pairs on each of Big South Cape and Main Islands (Heather and Robertson 1997); and the Codfish population was estimated at 300;000-400;000 pairs in 1996 (Taylor 2000).,,,,,5,,,terodroma inexpectata is endemic to New Zealand. It breeds on islands off Fiordland; the Solander Islands; Foveaux Strait islands; islands around Stewart Island (including Titi islands; Codfish; Big South Cape Islands; and islets in Port Pegasus) and the,1,,BirdLife 2017; Panjabi-17,,4,Birdlife 2017,Weka Gallirallus australis have been introduced to several colonies; and have caused significant losses on Codfish Island (Taylor 2000). Black rat Rattus rattus is present on Big South Cape Island; and may have a severe impact on breeding success. Some po,3,Birdlife 2017,non-breeding threats unknown
644.0,,,waterbird,Procellariiformes,Procellariidae,,0,1,0,1.0,M,,N,,5,5000.0,BirdLife 2015,,,,,,5,,,BirdLife range (7;420;000 sq km) seems too large; even for non-breeding.  Natureserve range is isolated point locations for breeding sites.  Non-breeding range is more restricted than Natureserve.,2,,Natureserve,,5,Hunter-Rosenberg 2003,,3,Hunter-Rosenberg 2003,
646.0,,,waterbird,Procellariiformes,Procellariidae,,0,0,1,1.0,M,,N,,5,,PIF CAW 2016,"regular; no reproductiva en CA.  BirdLife estimo 9;000-10;000 mature individuals"" en 2008. (CAW);""",,,,,5,,,,1,,BirdLife 2017; Panjabi-17,,5,PIF CAW 2014,,5,PIF CAW 2014,
647.0,,,waterbird,Procellariiformes,Procellariidae,,1,1,0,0.0,,,,,5,8500.0,BirdLife 2017,6000-11000 mature individuals,,,,,5,,, known from five locations in the main Hawaiian islands; and the future of at least two are in jeopardy (Mauna Loa and West Maui).�,1,,Birdlife 2017,,4,Birdlife 2017,Historically the species suffered declines through harvesting by early Polynesians and during the period of Hawaiian settlement beginning c.1;800 years ago (Carlile et al. 2003). The species may already have been restricted to its current breeding range w,3,Birdlife 2017,Each autumn during the fledging season; some of the fledgling birds become grounded as a result of light attraction and disorientation. Sometimes birds collide with sources of light and mortality sometimes occurs from collisions with fences and powerlines
655.0,,,waterbird,Procellariiformes,Procellariidae,,0,0,1,1.0,,,,,5,15000.0,BirdLife 2015,,,,,,4,32600000,,Breeds in the Marquesas; Society  and Gambier Islands; French Polynesia; Fiji; American Samoa and New Caledonia. It used to breed in Vanuatu and may breed on Rarotonga; Cook Islands; as well as on other islands. (BirdLife 2017),1,32600000.0,BirdLife 2017,,4,A. Panjabi 2017,,3,A. Panjabi 2017,
659.0,,,waterbird,Procellariiformes,Procellariidae,,0,1,1,1.0,M,,N,,5,3300.0,BirdLife 2016,Procellaria parkinsoni breeds on Great and Little Barrier Islands; New Zealand; where the populations number c.1;300 pairs (E. A. Bell et al. 2009) and 100 pairs respectively; equating to a total population of c.5;000 individuals (Taylor 2000),,,,,5,,,Procellaria parkinsoni breeds on Great and Little Barrier Islands; New Zealand; where the populations number c.1;300 pairs (E. A. Bell et al. 2009) and 100 pairs respectively; equating to a total population of c.5;000 individuals (Taylor 2000),1,29900000.0,NatureServe,,4,PIF CAW 2014,threats scores of 4 added to reflect threats for invasive species; longline fisheries (BirdLife 2015),4,PIF CAW 2014,threats scores of 4 added to reflect threats for invasive species; longline fisheries (BirdLife 2015)
661.0,,,waterbird,Procellariiformes,Procellariidae,,1,1,1,1.0,M,,N,,3,510000.0,BirdLife 2015,,,,,,4,,,This species breeds on the Azores and Madeira islands (>85% of the global population; plus a few pairs on the Berlengas Islands off the Portuguese mainland); Portugal; and on the Canary Islands; Spain (c. 15% of the global population; Granadeiro et al. 20,1,65000000.0,BirdLife,winters across N and S Atlantic; and SW Indian Ocean,3,Hunter-Rosenberg 2003,,3,C. Hunter 2017,Lots of shifting conditions in food sources and temperatures the last few years; and this would be consistent with Great Shearwater (C. Hunter)
664.0,,,waterbird,Procellariiformes,Procellariidae,,1,1,1,0.0,M,,N,,3,1700000.0,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,,,,,5,,,Puffinus bulleri breeds only at the Poor Knights Islands; New Zealand. The species is restricted to two main islands; Aorangi and Tawhiti Rahi; and five other islets and stacks (Marchant and Higgins 1990). In the 1980s; one pair was found breeding on the,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,2,Hunter-Rosenberg 2003,
668.0,,,waterbird,Procellariiformes,Procellariidae,,1,1,1,1.0,M,,N,,5,40000.0,BirdLife 2016,BirdLife (2016) states 20;000 breeding pairs,,,,,5,,,BirdLife range seems to reflect non-breeding range,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,4,Hunter-Rosenberg 2003,Why TN higher than other shearwaters?
669.0,,,waterbird,Procellariiformes,Procellariidae,,1,1,1,0.0,M,,N,,4,150000.0,BirdLife 2017,Adult estimate assumes 2/3 of total pop. are adults.,,,,,5,,,This species breeds on St Paul Island (French Southern Territories); Lord Howe Island (Australia); south-west mainland Australia; south Australia (at a single isolated colony); and North Island (New Zealand).  BirdLife range area (111;000;000 sq km) seems,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,3,Hunter-Rosenberg 2003,,3,Hunter-Rosenberg 2003,
671.0,,,waterbird,Procellariiformes,Procellariidae,,0,0,1,1.0,M,,N,,5,35000.0,PIF CAW 2016; BirdLife,regular; no reproductiva (CAW);,,,,,5,,,,1,5680000.0,BirdLife 2016,,3,PIF CAW 2014,,3,PIF CAW 2014,
673.0,,,waterbird,Procellariiformes,Procellariidae,,0,0,1,1.0,M,,,,5,620.0,BirdLife 2016,2008 survey-based.   46;400 total (Spear et al. 1995) based on at-sea surveys; which BirdLife says are generally unreliable; and BirdLife says that even Martinez Gomez et al 2004's terrestrial estimate of 1100 adults is too high; so go with BirdLife.  Adu,,,,,5,,,only nests on isla Socorro in the Revillagigedos,2,,Natureserve,,4,Hunter-Rosenberg 2003,,2,Hunter-Rosenberg 2003,
676.0,,,waterbird,Procellariiformes,Procellariidae,,0,1,1,1.0,M,,,,4,160000.0,BirdLife 2015,,,,,,5,39892,,Natureserve range includes breeding islands and surrounding waters. BirdLife range (2;170;000 ) includes non-breeding areas and is too large; larger than both BNA and Natureserve non-breeding range estimates. Most observations are within 25 km of shore (B,3,546428.0,Natureserve,,4,Hunter-Rosenberg 2003,,2,Hunter-Rosenberg 2003,Why are TN lower for Manx type shearwaters?
677.0,,,waterbird,Procellariiformes,Procellariidae,,0,1,1,1.0,M,,,,5,35000.0,BirdLife 2015,,,,,,1,8570000,,range includes a lot of ocean area,1,4864848.0,NatureServe,used NatureServe instead of BirdLife because it seems inappropriate that BirdLife extended beyond continental shelf; and NS conducted review of pelagics in recent years,4,Hunter-Rosenberg 2003,,3,Hunter-Rosenberg 2003,
680.0,,,waterbird,Procellariiformes,Hydrobatidae,,0,1,0,1.0,M,,,,3,2700000.0,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,,,,,3,,,This species breeds on remote islands in the south Atlantic; such as Tristan da Cunha (St Helena to U.K.) and also on the coast Australia and New Zealand. There are north Atlantic colonies on the Cape Verde Islands; Canary Islands; Spain and Savage Island,1,,A. Panjabi 2017,Outside the breeding season birds from the Atlantic have been seen off the east coast of North America and South America; and off the western coast of Central Africa. Breeds from Australia and New Zealand range as far as the northern Indian Ocean and the,4,A. Panjabi 2017,In general this species is highly sensitive to human disturbance and locally subject to exploitation by fishermen. It is also affected by predators such as mice (Mus musculus); rats (Rattus spp.); cats (Felis catus); owls; Wekas (Gallirallus australis); s,3,A. Panjabi 2017,
689.0,,,waterbird,Procellariiformes,Hydrobatidae,,0,1,1,1.0,M,,,,5,5100.0,BirdLife 2015,,,,,,4,205000,,,4,204773.0,Natureserve,,4,Hunter-Rosenberg 2003,,2,Hunter-Rosenberg 2003,
690.0,,,waterbird,Procellariiformes,Hydrobatidae,,0,1,1,1.0,M,,N,,4,150000.0,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,,,,,5,,,breeds in the eastern Atlantic from the Berlengas Islands and the Azores (Portugal); down to Ascension Island and Saint Helena (St Helena to UK); and in the Pacific off eastern Japan; on Kauai; Hawaii (USA) and on the Galapagos Islands (Ecuador) (del Hoyo,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,2,Hunter-Rosenberg 2003,
691.0,,,waterbird,Procellariiformes,Hydrobatidae,,0,1,1,1.0,M,,N,,2,,PIF CAW 2016,,,,,,5,,,It breeds on the Galapagos Islands; Ecuador; and on Pescadores and San Gallan Islands; Peru. BirdLife range area is non-breeding range,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,3,Hunter-Rosenberg 2003,
692.0,,,waterbird,Procellariiformes,Hydrobatidae,,0,1,1,1.0,M,,,,3,600000.0,Brad Andres 2015,Adult estimate assumes 2/3 of total pop. are adults.,,,,,5,,,This species breeds on islands off the coast of southern Calfornia (USA); the Baja Peninsula and the Gulf of California (Mexico). BirdLife range area is non-breeding range,1,,NatureServe,Natureserve data for W. Hemisphere supports score of 1; regardless of additional potential range in Old World,4,Hunter-Rosenberg 2003,,3,Hunter-Rosenberg 2003,
696.0,,,waterbird,Procellariiformes,Hydrobatidae,,0,1,1,1.0,PM,,,,3,,BirdLife 2015,hundreds of thousands; possibly millions,,,,,4,111214,,now split from ainley's and townsends; but range map not yet updated in BirdLife (Panjabi 2017),2,2565465.0,Natureserve,,4,Hunter-Rosenberg 2003,,2,Hunter-Rosenberg 2003,
700.0,,,waterbird,Suliformes,Fregatidae,,0,1,1,1.0,PM,,,,4,,PIF CAW 2016,,,,,,4,280000,,extrapolated to include population breeding off cape verde in Africa.  Natureserve's North America estimate is larger than BirdLife's global estimate (191;000 sq km),1,8251621.0,Natureserve,,4,Hunter-Rosenberg 2003,,2,Hunter-Rosenberg 2003,
704.0,,,waterbird,Suliformes,Sulidae,,0,0,1,1.0,R,,,,5,,BirdLife 2016,"Panjabi: BirdLife (2016) states at least 30;000 mature individuals"" which would suggest PS=5""",,,,,4,,,found in the eastern Pacific Ocean; from the Galapagos Islands; Ecuador in the south to islands off Baja California (Mexico) in the north. (BirdLife 2017),2,1122296.0,Natureserve,,4,Waterbird Working Group 2017,impacted by fisheries; entanglement in fishing nets (Waterbird working group 2017),2,Waterbird Working Group 2017,
705.0,,,waterbird,Suliformes,Sulidae,,0,1,1,1.0,PM,,,,4,,Kushlan et al. 2002; Harrison,>90;000 breeders in gulf of california,,,,,3,411871,,,3,540153.0,Natureserve,,4,Waterbird Working Group 2017,impacted by fisheries; entanglement in fishing nets (Waterbird working group 2017),4,Waterbird Working Group 2017,impacted by fisheries; entanglement in fishing nets; bycatch
710.0,,,waterbird,Suliformes,Phalacrocoracidae,,1,1,1,0.0,PM,,,,4,,USFWS 2006,Alaska Seabird Information Series.  Pop estimate of <100;000 is of breeding birds (https://www.fws.gov/alaska/mbsp/mbm/seabirds/pdf/brco.pdf).,,,,,3,326050,,,3,701557.0,Natureserve,,3,Waterbird Working Group 2017,,3,Waterbird Working Group 2017,
725.0,,,waterbird,Pelecaniformes,Ardeidae,,0,0,0,1.0,R,,,,5,3700.0,BirdLife 2016,BirdLife estimates <10;000 individuals; or PS=5; BirdLife assumed 2/3 of individual estimate are breeding adults.,,,,,2,1360000,,,2,1360000.0,BirdLife 2016,,4,PIF CAW 2014,afectado por contaminación; por ejemplo metales pesados; plantas hidroeléctricas,4,PIF CAW 2014,
740.0,,,waterbird,Pelecaniformes,Ardeidae,,0,1,1,1.0,PM,,,,5,15000.0,WPE5; BirdLife 2015,1991-2006 for ssp. rufescens in S. USA; best guess in Mexico; 2006 best guess in Central America; 2006-2010 expert opinion in Caribbean; best guess in N. South America; 2007-2008 expert opinion for ssp. dickeyi.  7;466-39;473 total individuals; of which t,,,,,3,549566,,,3,628422.0,Natureserve,,4,Waterbird Working Group 2017,high concentration in few areas; despite high nest production; not recruiting more birds into the pop; sea level rise also a threat. Highly specialized in coastal environments,4,Waterbird Working Group 2017,Many juveniles die during dispersal; sea level rise; dredging; altered hydrology all warrant TN=4 (Hunter-Green-Andres 2017); Vermillion; William (2017): Subject to the same threats along the Gulf Coast as other island shrub nesters; but smaller populatio
743.0,,,waterbird,Pelecaniformes,Ardeidae,,1,1,1,1.0,PM,,,,3,,PIFTC-02,WPE5 is missing data for most of the global population (ssp. virescens in Central & E. N. America and Mexico ; ssp. frazari; ssp. bahamensis; and ssp. Anthonyi),,,,,1,26436577,,,1,15864703.0,Natureserve; with ocular estimate of range in W Hemishpere based on PIFTC,,3,Waterbird Working Group 2017,,3,Waterbird Working Group 2017,
762.0,,,landbird,Cathartiformes,Cathartidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,Rango amplio. Densidad baja. (CAW); score change from 5 to 4 recommended by Central Americans in 2016,,,,,1,13662423,,,1,13662423.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires large areas of primary forest; habitat loss
764.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,Bajas densidades. (CAW); score change from 5 to 4 recommended by Central Americans in 2016,,,,,1,12115833,,,1,12115833.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,specialized habitat (riparian forest); habitat loss
788.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,3,,PIF CAW 2016,Marginal en CA; amplio en Sur América (CAW); score change from 5 to 3 recommended by Central Americans in 2016,,,,,1,14390047,,,1,14390047.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,highly restricted to primary rainforest
791.0,,,landbird,Accipitriformes,Accipitridae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,118571,,,4,118571.0,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,
796.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,5,,PIFTC-02.  PIF CAW 2016,Rara y bastante local (CAW);,,,,,3,452066,,,3,452066.0,Natureserve 3.0,,4,PIFTC-02,CB-Mexicans should score; no breeding in US; specialized habitat (Pine-oak; cloud forest); requires extensive tracts; habitat loss (MX-NSAC).,4,PIFTC-02,CB-Mexicans should score; specialized habitat (Pine-oak; cloud forest); requires extensive tracts; habitat loss
797.0,,,landbird,Accipitriformes,Accipitridae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,113911,,,4,113911.0,NatureServe,,4,PIF CAW 2014,rango alitudinal restringido; sensible a la fragmentación de bosque,4,PIF CAW 2014,
801.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,1,7644604,,,1,7644604.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,highly restricted to primary rainforest
802.0,,,landbird,Accipitriformes,Accipitridae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,4,237197,,,4,237197.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
815.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,1,4793958,,,1,4793958.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,requires large tracts of primary forest; prey base (monkeys) declining throughout range
816.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,1,6933688,,,1,6933688.0,Natureserve 3.0,,5,MX-NSAC,,5,MX-NSAC,requires large tracts of primary forest; prey base (monkeys) declining throughout range
819.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,1,9467792,,,1,9467792.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires primary forest
820.0,,,landbird,Accipitriformes,Accipitridae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,1,8103632,,,1,8103632.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,requires primary forest
824.0,,,landbird,Strigiformes,Strigidae,,1,1,1,1.0,M,,,,5,18000.0,PIF BBS-based calculation 2016,,1.0,11;000,rounded BBS-based calc,,2,1041863,,WE-Could be close to a 3 based on ebird records.,4,233352.0,Natureserve 3.0,,3,PIFTC-02,CB-highest fitness in old growth; low reprod pot; loss of nest trees; fuelwooding; absent in logged areas; pesticides (BNA); fire suppression; logging; disturbance; fragmentation (CODOW).,3,PIFTC-02,CB-similar to TB
828.0,,,landbird,Strigiformes,Strigidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,5,78613,,,5,78613.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,moderate habitat loss expected
829.0,,,landbird,Strigiformes,Strigidae,,0,1,1,1.0,R,,,,4,200000.0,PIFTC-02,,1.0,< 500,PIFSC-16,,3,662825,,,3,662825.0,Natureserve 3.0,,3,PIFTC-02,CB-pine/oak and riparian; grazing; 2nd home and urban; fire suppression; (TNC); recreation; logging (Glinski); expected to remain stable (MX-NSAC); global score should reflect regional experts' opinion.,3,PIFTC-02,CB-similar to TB; expected to remain stable
831.0,,,landbird,Strigiformes,Strigidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,5,44614,,,5,44614.0,Natureserve 3.0,,5,MX-NSAC,global score should reflect regional experts' opinion.,5,MX-NSAC,dependent on mature pine-oak forest; habitat loss due to clearing; global score should reflect regional experts' opinion
833.0,,,landbird,Strigiformes,Strigidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,9957,,,5,9957.0,NatureServe,,3,PIF CAW 2014,más plástica que otras especies de bosques de altura,3,PIF CAW 2014,
839.0,,,landbird,Strigiformes,Strigidae,,1,1,0,0.0,M,,,,5,,Potapov and Sale 2012,"Recent satellite tracking data indicate that there are only a handful of very wide-ranging breeding concentrations (what Potapov has termed loose boids"").  Global snowy owl populations probably do not exceed 14;500 pairs following a strong breeding seaso""",0.5,<30;000,Potapov and Sale 2012,,1,5915656,,,1,17599232.0,Natureserve 3.0,,3,PIFSC-15,"At least moderate"" threats identified recently from climate change-caused reduction in breeding range/productivity (KVR); Camfield; Alaine: TB =2 in Canadian BCR strategies.  Main threats are habitat loss from resource extraction and habitat changes from""",2,PIFTC-02,
842.0,,,landbird,Strigiformes,Strigidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,10664,,,5,10664.0,NatureServe,,4,PIF CAW 2014,puede ser limitado por la disponibilidad de huecos,3,PIF CAW 2014,
843.0,,,landbird,Strigiformes,Strigidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,4,270978,,,4,270978.0,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest specialist; forest edge
851.0,,,landbird,Strigiformes,Strigidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi,,,,,,3,988654,,,3,988654.0,Natureserve 3.0,this one looks very borderline 3/4,4,MX-NSAC-09,depends primarily on intact low to mid elevation forests; including humid tropical evergreen; semi-evergreen; and deciduous forests.,4,MX-NSAC-09,uses tropical evergreen forest; depends primarily on intact low to mid elevation forests; including humid tropical evergreen; semi-evergreen; and deciduous forests
852.0,,,landbird,Strigiformes,Strigidae,,1,1,1,0.0,R,,,,5,15000.0,BirdLife Int. 2000,,1.0,<15;000,use alternate source,,2,1204856,,WE-Relative to ebird records; Natureserve polygon presents an overly optimistic view of distribution.,2,1204856.0,Natureserve 3.0,WE-Relative to ebird records; Natureserve polygon presents an overly optimistic view of distribution.,4,PIFSC-08,CB- fuelwooding; harvest of old growth; fragmentation(BNA); moderate habitat loss (MX-NSAC).  threats probably increasing to 5 in northern parts of range; but remain moderate-severe overall.,4,PIFSC-08,CB-similar to TB; moderate habitat loss
854.0,,,landbird,Strigiformes,Strigidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,,,,,,4,116269,,,4,116269.0,Natureserve 3.0,,4,MX-NSAC,global score should reflect regional experts' opinion.,4,MX-NSAC,specialized habitat; moderate habitat loss
856.0,,,landbird,Strigiformes,Strigidae,,1,1,1,0.0,PM,,,,4,480000.0,PIF BBS-based calculation 2016,,0.3,140;000,rounded BBS-based calc,,1,25334753,,,1,41301480.0,Natureserve 3.0,,3,PIFTC-02,in W. riparian and undisturbed Eastern forest; poorly known (KR); BNA says LEOW likes open areas next to nest woodlots and benefits from modest fragmentation (ED).,3,PIFTC-02,Why worse in non-breed than breed? Very poorly known both seasons
858.0,,,landbird,Strigiformes,Strigidae,,1,1,1,0.0,PM,,,,3,3300000.0,PIF BBS-based calculation 2016,,0.3,660;000,rounded BBS-based calc,,1,62415997,,,1,51225610.0,Natureserve 3.0,,3,PIFTC-02,Huge part of range not under threat.,3,PIFSC-Dec-08,Rosenberg: overall threats from habitat loss probably only moderate over very large nonbreeding  range
863.0,,,landbird,Strigiformes,Strigidae,,0,0,1,1.0,R,,,,5,,Gomez-Panjabi,NatureServe map error?? Distrubtion seems way too small,,,,,5,62161,,Natureserve map error; MX-Guatemala range excluded; added 60;000 km2 (over 50% size of Guatemala (109;000 km2)),5,62161.0,Natureserve 3.0,map error; MX-Guatemala range excluded; add 60;000km2 (over 50% size of Guatemala (109;000km2))Ken comment: map error; MX-Guatemala range excluded; add 60;000km2 (over 50% size of Guatemala (109;000km2)),5,MX-NSAC,global score should reflect regional experts' opinion.,5,MX-NSAC,dependent on mature pine-oak forest; habitat loss due to clearing
867.0,,,landbird,Trogoniformes,Trogonidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,16328,,,5,16328.0,NatureServe,,4,PIF CAW 2014,ganadería; minería; la mayoría de su hábitat en Costa Rica está protegido,4,PIF CAW 2014,
868.0,,,landbird,Trogoniformes,Trogonidae,,0,0,1,1.0,R,,,,4,,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,3,492084,,,3,492084.0,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,humid forest
871.0,,,landbird,Trogoniformes,Trogonidae,,0,0,1,1.0,R,,,,4,,Gomez-Panjabi.  PIF CAW 2016,Mexican endemic (CAW);,,,,,4,124112,,,4,124112.0,Natureserve 3.0,,4,MX-NSAC,global score should reflect majority of regional experts' opinion -- only one region (SEPL) scored as 3.,3,MX-NSAC,tolerant of disturbance
873.0,,,landbird,Trogoniformes,Trogonidae,,0,0,0,1.0,R,,,,5,,PIF CAW 2016,,,,,,5,12562,,,5,12562.0,NatureServe,,4,PIF CAW 2014,poblaciones bien isladas; muchas poblaciones puede extirparse,4,PIF CAW 2014,
875.0,,,landbird,Trogoniformes,Trogonidae,,0,0,0,1.0,R,,,,3,,PIF CAW 2016,,,,,,1,6609763,,,1,6609763.0,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,
